"date","country","yield"
2008-05-01,"LU",4.67
2008-04-01,"LU",4.55
2008-03-01,"LU",4.37
2008-02-01,"LU",4.42
2008-01-01,"LU",4.47
2007-12-01,"LU",4.68
2007-11-01,"LU",4.56
2007-10-01,"LU",4.63
2007-09-01,"LU",4.64
2007-08-01,"LU",4.68
2007-07-01,"LU",4.84
2007-06-01,"LU",4.85
2007-05-01,"LU",4.63
2007-04-01,"LU",4.26
2007-03-01,"LU",4.02
2007-02-01,"LU",3.91
2007-01-01,"LU",3.83
2006-12-01,"LU",3.77
2006-11-01,"LU",3.72
2006-10-01,"LU",3.67
2006-09-01,"LU",3.67
2006-08-01,"LU",3.58
2006-07-01,"LU",3.49
2006-06-01,"LU",3.38
2006-05-01,"LU",3.08
2006-04-01,"LU",2.82
2006-03-01,"LU",2.82
2006-02-01,"LU",2.82
2006-01-01,"LU",2.82
2005-12-01,"LU",2.74
2005-11-01,"LU",2.65
2005-10-01,"LU",2.42
2005-09-01,"LU",2.2
2005-08-01,"LU",2.25
2005-07-01,"LU",2.17
2005-06-01,"LU",2.12
2005-05-01,"LU",2.28
2005-04-01,"LU",2.45
2005-03-01,"LU",2.58
2005-02-01,"LU",2.56
2005-01-01,"LU",2.55
2004-12-01,"LU",2.54
2004-11-01,"LU",2.59
2004-10-01,"LU",2.69
2004-09-01,"LU",2.83
2004-08-01,"LU",2.86
2004-07-01,"LU",3.04
2004-06-01,"LU",3.12
2004-05-01,"LU",3.05
2004-04-01,"LU",2.77
2004-03-01,"LU",2.69
2004-02-01,"LU",2.94
2004-01-01,"LU",3.01
2003-12-01,"LU",3.29
2003-11-01,"LU",3.38
2003-10-01,"LU",3.2
2003-09-01,"LU",3.22
2003-08-01,"LU",3.18
2003-07-01,"LU",2.85
2003-06-01,"LU",2.85
2003-05-01,"LU",3.55
2003-04-01,"LU",3.55
2003-03-01,"LU",3.55
2003-02-01,"LU",3.55
2003-01-01,"LU",3.62
2002-12-01,"LU",3.97
2002-11-01,"LU",4.11
2002-10-01,"LU",4.11
2002-09-01,"LU",4.33
2002-08-01,"LU",4.7
2002-07-01,"LU",4.87
2002-06-01,"LU",5.09
2002-05-01,"LU",5.15
2002-04-01,"LU",5.19
2002-03-01,"LU",5.16
2002-02-01,"LU",4.91
2002-01-01,"LU",4.84
2001-12-01,"LU",4.51
2001-11-01,"LU",4.29
2001-10-01,"LU",4.41
2001-09-01,"LU",4.67
2001-08-01,"LU",4.81
2001-07-01,"LU",5.05
2001-06-01,"LU",5.15
2001-05-01,"LU",5.3
2001-04-01,"LU",5.05
2001-03-01,"LU",4.93
2001-02-01,"LU",5.08
2001-01-01,"LU",5.06
2000-12-01,"LU",5.21
2000-11-01,"LU",5.57
2000-10-01,"LU",5.51
2000-09-01,"LU",5.57
2000-08-01,"LU",5.49
2000-07-01,"LU",5.57
2000-06-01,"LU",5.38
2000-05-01,"LU",5.6
2000-04-01,"LU",5.42
2000-03-01,"LU",5.56
2000-02-01,"LU",5.71
2000-01-01,"LU",5.65
1999-12-01,"LU",5.26
1999-11-01,"LU",5.27
1999-10-01,"LU",5.54
1999-09-01,"LU",5.31
1999-08-01,"LU",5.18
1999-07-01,"LU",4.87
1999-06-01,"LU",4.37
1999-05-01,"LU",4.16
1999-04-01,"LU",4.01
1999-03-01,"LU",4.17
1999-02-01,"LU",3.93
1999-01-01,"LU",3.91
1998-12-01,"LU",4.1
1998-11-01,"LU",4.28
1998-10-01,"LU",4.3
1998-09-01,"LU",4.36
1998-08-01,"LU",4.56
1998-07-01,"LU",4.84
1998-06-01,"LU",4.94
1998-05-01,"LU",5.06
1998-04-01,"LU",4.99
1998-03-01,"LU",5
1998-02-01,"LU",5.08
1998-01-01,"LU",5.21
1997-12-01,"LU",5.43
1997-11-01,"LU",5.61
1997-10-01,"LU",5.6
1997-09-01,"LU",5.6
1997-08-01,"LU",5.62
1997-07-01,"LU",5.57
1997-06-01,"LU",5.69
1997-05-01,"LU",5.59
1997-04-01,"LU",5.7
1997-03-01,"LU",5.59
1997-02-01,"LU",5.45
1997-01-01,"LU",5.72
1996-12-01,"LU",5.81
1996-11-01,"LU",5.89
1996-10-01,"LU",5.93
1996-09-01,"LU",6.25
1996-08-01,"LU",6.35
1996-07-01,"LU",6.53
1996-06-01,"LU",6.51
1996-05-01,"LU",6.47
1996-04-01,"LU",6.58
1996-03-01,"LU",6.68
1996-02-01,"LU",6.44
1996-01-01,"LU",6.42
1995-12-01,"LU",6.69
1995-11-01,"LU",6.77
1995-10-01,"LU",6.84
1995-09-01,"LU",6.9
1995-08-01,"LU",7.09
1995-07-01,"LU",7.1
1995-06-01,"LU",7.11
1995-05-01,"LU",7.39
1995-04-01,"LU",7.53
1995-03-01,"LU",7.73
1995-02-01,"LU",7.83
1995-01-01,"LU",7.78
1994-12-01,"LU",7.74
1994-11-01,"LU",7.85
1994-10-01,"LU",7.96
1994-09-01,"LU",7.32
1994-08-01,"LU",7.08
1994-07-01,"LU",7.13
1994-06-01,"LU",7.15
1994-05-01,"LU",7.11
1994-04-01,"LU",6.98
1994-03-01,"LU",6.72
1994-02-01,"LU",6.43
1994-01-01,"LU",6.33
1993-12-01,"LU",6.3
1993-11-01,"LU",6.52
1993-10-01,"LU",6.68
1993-09-01,"LU",NA
1993-08-01,"LU",NA
1993-07-01,"LU",NA
1993-06-01,"LU",NA
1993-05-01,"LU",NA
1993-04-01,"LU",NA
1993-03-01,"LU",NA
1993-02-01,"LU",NA
1993-01-01,"LU",NA
2015-05-01,"LV",0.84
2015-04-01,"LV",0.42
2015-03-01,"LV",0.56
2015-02-01,"LV",0.78
2015-01-01,"LV",1.1
2014-12-01,"LV",1.63
2014-11-01,"LV",1.77
2014-10-01,"LV",2.18
2014-09-01,"LV",2.28
2014-08-01,"LV",2.35
2014-07-01,"LV",2.4
2014-06-01,"LV",2.53
2014-05-01,"LV",2.74
2014-04-01,"LV",2.8
2014-03-01,"LV",2.87
2014-02-01,"LV",3.07
2014-01-01,"LV",3.48
2013-12-01,"LV",3.62
2013-11-01,"LV",3.71
2013-10-01,"LV",3.78
2013-09-01,"LV",3.45
2013-08-01,"LV",3.25
2013-07-01,"LV",3.25
2013-06-01,"LV",3.17
2013-05-01,"LV",3.1
2013-04-01,"LV",3.15
2013-03-01,"LV",3.17
2013-02-01,"LV",3.22
2013-01-01,"LV",3.21
2012-12-01,"LV",3.24
2012-11-01,"LV",3.32
2012-10-01,"LV",3.52
2012-09-01,"LV",3.92
2012-08-01,"LV",4.45
2012-07-01,"LV",4.67
2012-06-01,"LV",5.07
2012-05-01,"LV",5.15
2012-04-01,"LV",5.1
2012-03-01,"LV",5.15
2012-02-01,"LV",5.45
2012-01-01,"LV",5.74
2011-12-01,"LV",5.93
2011-11-01,"LV",5.73
2011-10-01,"LV",5.62
2011-09-01,"LV",5.6
2011-08-01,"LV",5.6
2011-07-01,"LV",5.67
2011-06-01,"LV",5.87
2011-05-01,"LV",6.36
2011-04-01,"LV",6.47
2011-03-01,"LV",6.49
2011-02-01,"LV",6.17
2011-01-01,"LV",5.38
2010-12-01,"LV",7.55
2010-11-01,"LV",8.99
2010-10-01,"LV",9.24
2010-09-01,"LV",9.97
2010-08-01,"LV",10
2010-07-01,"LV",10
2010-06-01,"LV",10.12
2010-05-01,"LV",10.13
2010-04-01,"LV",10.13
2010-03-01,"LV",10.54
2010-02-01,"LV",13.62
2010-01-01,"LV",13.76
2009-12-01,"LV",13.75
2009-11-01,"LV",13.75
2009-10-01,"LV",13.51
2009-09-01,"LV",13.27
2009-08-01,"LV",12.81
2009-07-01,"LV",12.75
2009-06-01,"LV",12.75
2009-05-01,"LV",11.09
2009-04-01,"LV",11.15
2009-03-01,"LV",11.32
2009-02-01,"LV",11.5
2009-01-01,"LV",10.64
2008-12-01,"LV",9.03
2008-11-01,"LV",7.6
2008-10-01,"LV",6.6
2008-09-01,"LV",6.6
2008-08-01,"LV",6.6
2008-07-01,"LV",6.57
2008-06-01,"LV",6.25
2008-05-01,"LV",5.93
2008-04-01,"LV",5.93
2008-03-01,"LV",5.25
2008-02-01,"LV",5.11
2008-01-01,"LV",5.71
2007-12-01,"LV",5.1
2007-11-01,"LV",5.12
2007-10-01,"LV",5.06
2007-09-01,"LV",5.21
2007-08-01,"LV",5.32
2007-07-01,"LV",5.28
2007-06-01,"LV",5.62
2007-05-01,"LV",6.03
2007-04-01,"LV",5.52
2007-03-01,"LV",5.14
2007-02-01,"LV",5.07
2007-01-01,"LV",4.92
2006-12-01,"LV",4.9
2006-11-01,"LV",4.95
2006-10-01,"LV",4.55
2006-09-01,"LV",4.38
2006-08-01,"LV",4.36
2006-07-01,"LV",4.32
2006-06-01,"LV",4.14
2006-05-01,"LV",3.6
2006-04-01,"LV",3.6
2006-03-01,"LV",3.6
2006-02-01,"LV",3.6
2006-01-01,"LV",3.6
2005-12-01,"LV",3.59
2005-11-01,"LV",3.56
2005-10-01,"LV",3.87
2005-09-01,"LV",3.87
2005-08-01,"LV",3.87
2005-07-01,"LV",3.87
2005-06-01,"LV",3.87
2005-05-01,"LV",3.87
2005-04-01,"LV",3.87
2005-03-01,"LV",3.94
2005-02-01,"LV",4.03
2005-01-01,"LV",4.29
2004-12-01,"LV",4.58
2004-11-01,"LV",4.58
2004-10-01,"LV",4.63
2004-09-01,"LV",4.87
2004-08-01,"LV",4.88
2004-07-01,"LV",4.89
2004-06-01,"LV",4.93
2004-05-01,"LV",4.95
2004-04-01,"LV",4.89
2004-03-01,"LV",4.98
2004-02-01,"LV",5.05
2004-01-01,"LV",5.06
2003-12-01,"LV",5.07
2003-11-01,"LV",5.01
2003-10-01,"LV",4.98
2003-09-01,"LV",4.96
2003-08-01,"LV",4.8
2003-07-01,"LV",4.78
2003-06-01,"LV",4.89
2003-05-01,"LV",4.95
2003-04-01,"LV",4.99
2003-03-01,"LV",4.99
2003-02-01,"LV",4.77
2003-01-01,"LV",4.62
2002-12-01,"LV",4.53
2002-11-01,"LV",4.79
2002-10-01,"LV",4.88
2002-09-01,"LV",5.14
2002-08-01,"LV",5.34
2002-07-01,"LV",5.34
2002-06-01,"LV",5.38
2002-05-01,"LV",5.59
2002-04-01,"LV",5.78
2002-03-01,"LV",5.8
2002-02-01,"LV",5.98
2002-01-01,"LV",6.35
2001-12-01,"LV",6.93
2001-11-01,"LV",7.08
2001-10-01,"LV",7.48
2001-09-01,"LV",7.58
2001-08-01,"LV",7.66
2001-07-01,"LV",7.75
2001-06-01,"LV",7.6
2001-05-01,"LV",7.54
2001-04-01,"LV",7.9
2001-03-01,"LV",7.9
2001-02-01,"LV",7.82
2001-01-01,"LV",7.64
2000-12-01,"LV",NA
2000-11-01,"LV",NA
2000-10-01,"LV",NA
2000-09-01,"LV",NA
2000-08-01,"LV",NA
2000-07-01,"LV",NA
2000-06-01,"LV",NA
2000-05-01,"LV",NA
2000-04-01,"LV",NA
2000-03-01,"LV",NA
2000-02-01,"LV",NA
2000-01-01,"LV",NA
1999-12-01,"LV",NA
1999-11-01,"LV",NA
1999-10-01,"LV",NA
1999-09-01,"LV",NA
1999-08-01,"LV",NA
1999-07-01,"LV",NA
1999-06-01,"LV",NA
1999-05-01,"LV",NA
1999-04-01,"LV",NA
1999-03-01,"LV",NA
1999-02-01,"LV",NA
1999-01-01,"LV",NA
1998-12-01,"LV",NA
1998-11-01,"LV",NA
1998-10-01,"LV",NA
1998-09-01,"LV",NA
1998-08-01,"LV",NA
1998-07-01,"LV",NA
1998-06-01,"LV",NA
1998-05-01,"LV",NA
1998-04-01,"LV",NA
1998-03-01,"LV",NA
1998-02-01,"LV",NA
1998-01-01,"LV",NA
1997-12-01,"LV",NA
1997-11-01,"LV",NA
1997-10-01,"LV",NA
1997-09-01,"LV",NA
1997-08-01,"LV",NA
1997-07-01,"LV",NA
1997-06-01,"LV",NA
1997-05-01,"LV",NA
1997-04-01,"LV",NA
1997-03-01,"LV",NA
1997-02-01,"LV",NA
1997-01-01,"LV",NA
1996-12-01,"LV",NA
1996-11-01,"LV",NA
1996-10-01,"LV",NA
1996-09-01,"LV",NA
1996-08-01,"LV",NA
1996-07-01,"LV",NA
1996-06-01,"LV",NA
1996-05-01,"LV",NA
1996-04-01,"LV",NA
1996-03-01,"LV",NA
1996-02-01,"LV",NA
1996-01-01,"LV",NA
1995-12-01,"LV",NA
1995-11-01,"LV",NA
1995-10-01,"LV",NA
1995-09-01,"LV",NA
1995-08-01,"LV",NA
1995-07-01,"LV",NA
1995-06-01,"LV",NA
1995-05-01,"LV",NA
1995-04-01,"LV",NA
1995-03-01,"LV",NA
1995-02-01,"LV",NA
1995-01-01,"LV",NA
1994-12-01,"LV",NA
1994-11-01,"LV",NA
1994-10-01,"LV",NA
1994-09-01,"LV",NA
1994-08-01,"LV",NA
1994-07-01,"LV",NA
1994-06-01,"LV",NA
1994-05-01,"LV",NA
1994-04-01,"LV",NA
1994-03-01,"LV",NA
1994-02-01,"LV",NA
1994-01-01,"LV",NA
1993-12-01,"LV",NA
1993-11-01,"LV",NA
1993-10-01,"LV",NA
1993-09-01,"LV",NA
1993-08-01,"LV",NA
1993-07-01,"LV",NA
1993-06-01,"LV",NA
1993-05-01,"LV",NA
1993-04-01,"LV",NA
1993-03-01,"LV",NA
1993-02-01,"LV",NA
1993-01-01,"LV",NA
2015-05-01,"MT",1.5
2015-04-01,"MT",1.15
2015-03-01,"MT",1.31
2015-02-01,"MT",1.5
2015-01-01,"MT",1.69
2014-12-01,"MT",1.94
2014-11-01,"MT",2.11
2014-10-01,"MT",2.18
2014-09-01,"MT",2.32
2014-08-01,"MT",2.49
2014-07-01,"MT",2.66
2014-06-01,"MT",2.9
2014-05-01,"MT",2.78
2014-04-01,"MT",2.93
2014-03-01,"MT",3.02
2014-02-01,"MT",2.96
2014-01-01,"MT",3.05
2013-12-01,"MT",3.19
2013-11-01,"MT",3.18
2013-10-01,"MT",3.25
2013-09-01,"MT",3.28
2013-08-01,"MT",3.23
2013-07-01,"MT",3.21
2013-06-01,"MT",3.35
2013-05-01,"MT",3.31
2013-04-01,"MT",3.37
2013-03-01,"MT",3.56
2013-02-01,"MT",3.69
2013-01-01,"MT",3.73
2012-12-01,"MT",3.88
2012-11-01,"MT",3.95
2012-10-01,"MT",3.99
2012-09-01,"MT",4
2012-08-01,"MT",4.04
2012-07-01,"MT",4.15
2012-06-01,"MT",4.27
2012-05-01,"MT",4.19
2012-04-01,"MT",4.26
2012-03-01,"MT",4.31
2012-02-01,"MT",4.17
2012-01-01,"MT",4.3
2011-12-01,"MT",4.43
2011-11-01,"MT",4.35
2011-10-01,"MT",4.26
2011-09-01,"MT",4.14
2011-08-01,"MT",4.32
2011-07-01,"MT",4.59
2011-06-01,"MT",4.63
2011-05-01,"MT",4.63
2011-04-01,"MT",4.73
2011-03-01,"MT",4.68
2011-02-01,"MT",4.6
2011-01-01,"MT",4.51
2010-12-01,"MT",4.42
2010-11-01,"MT",4.12
2010-10-01,"MT",3.9
2010-09-01,"MT",3.9
2010-08-01,"MT",4.01
2010-07-01,"MT",4.13
2010-06-01,"MT",4.13
2010-05-01,"MT",4.14
2010-04-01,"MT",4.18
2010-03-01,"MT",4.33
2010-02-01,"MT",4.49
2010-01-01,"MT",4.5
2009-12-01,"MT",4.41
2009-11-01,"MT",4.45
2009-10-01,"MT",4.44
2009-09-01,"MT",4.49
2009-08-01,"MT",4.51
2009-07-01,"MT",4.61
2009-06-01,"MT",4.79
2009-05-01,"MT",4.71
2009-04-01,"MT",4.63
2009-03-01,"MT",4.58
2009-02-01,"MT",4.53
2009-01-01,"MT",4.35
2008-12-01,"MT",4.17
2008-11-01,"MT",4.61
2008-10-01,"MT",4.81
2008-09-01,"MT",5.04
2008-08-01,"MT",5.12
2008-07-01,"MT",5.28
2008-06-01,"MT",5.26
2008-05-01,"MT",4.91
2008-04-01,"MT",4.77
2008-03-01,"MT",4.49
2008-02-01,"MT",4.6
2008-01-01,"MT",4.63
2007-12-01,"MT",4.81
2007-11-01,"MT",4.72
2007-10-01,"MT",4.92
2007-09-01,"MT",4.85
2007-08-01,"MT",4.94
2007-07-01,"MT",5.18
2007-06-01,"MT",5.12
2007-05-01,"MT",4.61
2007-04-01,"MT",4.44
2007-03-01,"MT",4.38
2007-02-01,"MT",4.38
2007-01-01,"MT",4.34
2006-12-01,"MT",4.33
2006-11-01,"MT",4.34
2006-10-01,"MT",4.34
2006-09-01,"MT",4.34
2006-08-01,"MT",4.34
2006-07-01,"MT",4.31
2006-06-01,"MT",4.27
2006-05-01,"MT",4.24
2006-04-01,"MT",4.19
2006-03-01,"MT",4.35
2006-02-01,"MT",4.38
2006-01-01,"MT",4.39
2005-12-01,"MT",4.39
2005-11-01,"MT",4.39
2005-10-01,"MT",4.41
2005-09-01,"MT",4.41
2005-08-01,"MT",4.43
2005-07-01,"MT",4.55
2005-06-01,"MT",4.56
2005-05-01,"MT",4.66
2005-04-01,"MT",4.71
2005-03-01,"MT",4.72
2005-02-01,"MT",4.72
2005-01-01,"MT",4.71
2004-12-01,"MT",4.7
2004-11-01,"MT",4.7
2004-10-01,"MT",4.71
2004-09-01,"MT",4.7
2004-08-01,"MT",4.7
2004-07-01,"MT",4.65
2004-06-01,"MT",4.65
2004-05-01,"MT",4.65
2004-04-01,"MT",4.65
2004-03-01,"MT",4.7
2004-02-01,"MT",4.7
2004-01-01,"MT",4.71
2003-12-01,"MT",4.71
2003-11-01,"MT",4.7
2003-10-01,"MT",4.68
2003-09-01,"MT",4.73
2003-08-01,"MT",4.78
2003-07-01,"MT",4.95
2003-06-01,"MT",5.11
2003-05-01,"MT",5.14
2003-04-01,"MT",5.25
2003-03-01,"MT",5.4
2003-02-01,"MT",5.51
2003-01-01,"MT",5.54
2002-12-01,"MT",5.55
2002-11-01,"MT",5.57
2002-10-01,"MT",5.56
2002-09-01,"MT",5.74
2002-08-01,"MT",5.74
2002-07-01,"MT",5.77
2002-06-01,"MT",5.83
2002-05-01,"MT",5.85
2002-04-01,"MT",5.88
2002-03-01,"MT",6.04
2002-02-01,"MT",6.12
2002-01-01,"MT",6.18
2001-12-01,"MT",6.24
2001-11-01,"MT",6.27
2001-10-01,"MT",6.3
2001-09-01,"MT",6.3
2001-08-01,"MT",6.29
2001-07-01,"MT",6.17
2001-06-01,"MT",6.14
2001-05-01,"MT",6.11
2001-04-01,"MT",6.11
2001-03-01,"MT",6.11
2001-02-01,"MT",6.11
2001-01-01,"MT",6.11
2000-12-01,"MT",NA
2000-11-01,"MT",NA
2000-10-01,"MT",NA
2000-09-01,"MT",NA
2000-08-01,"MT",NA
2000-07-01,"MT",NA
2000-06-01,"MT",NA
2000-05-01,"MT",NA
2000-04-01,"MT",NA
2000-03-01,"MT",NA
2000-02-01,"MT",NA
2000-01-01,"MT",NA
1999-12-01,"MT",NA
1999-11-01,"MT",NA
1999-10-01,"MT",NA
1999-09-01,"MT",NA
1999-08-01,"MT",NA
1999-07-01,"MT",NA
1999-06-01,"MT",NA
1999-05-01,"MT",NA
1999-04-01,"MT",NA
1999-03-01,"MT",NA
1999-02-01,"MT",NA
1999-01-01,"MT",NA
1998-12-01,"MT",NA
1998-11-01,"MT",NA
1998-10-01,"MT",NA
1998-09-01,"MT",NA
1998-08-01,"MT",NA
1998-07-01,"MT",NA
1998-06-01,"MT",NA
1998-05-01,"MT",NA
1998-04-01,"MT",NA
1998-03-01,"MT",NA
1998-02-01,"MT",NA
1998-01-01,"MT",NA
1997-12-01,"MT",NA
1997-11-01,"MT",NA
1997-10-01,"MT",NA
1997-09-01,"MT",NA
1997-08-01,"MT",NA
1997-07-01,"MT",NA
1997-06-01,"MT",NA
1997-05-01,"MT",NA
1997-04-01,"MT",NA
1997-03-01,"MT",NA
1997-02-01,"MT",NA
1997-01-01,"MT",NA
1996-12-01,"MT",NA
1996-11-01,"MT",NA
1996-10-01,"MT",NA
1996-09-01,"MT",NA
1996-08-01,"MT",NA
1996-07-01,"MT",NA
1996-06-01,"MT",NA
1996-05-01,"MT",NA
1996-04-01,"MT",NA
1996-03-01,"MT",NA
1996-02-01,"MT",NA
1996-01-01,"MT",NA
1995-12-01,"MT",NA
1995-11-01,"MT",NA
1995-10-01,"MT",NA
1995-09-01,"MT",NA
1995-08-01,"MT",NA
1995-07-01,"MT",NA
1995-06-01,"MT",NA
1995-05-01,"MT",NA
1995-04-01,"MT",NA
1995-03-01,"MT",NA
1995-02-01,"MT",NA
1995-01-01,"MT",NA
1994-12-01,"MT",NA
1994-11-01,"MT",NA
1994-10-01,"MT",NA
1994-09-01,"MT",NA
1994-08-01,"MT",NA
1994-07-01,"MT",NA
1994-06-01,"MT",NA
1994-05-01,"MT",NA
1994-04-01,"MT",NA
1994-03-01,"MT",NA
1994-02-01,"MT",NA
1994-01-01,"MT",NA
1993-12-01,"MT",NA
1993-11-01,"MT",NA
1993-10-01,"MT",NA
1993-09-01,"MT",NA
1993-08-01,"MT",NA
1993-07-01,"MT",NA
1993-06-01,"MT",NA
1993-05-01,"MT",NA
1993-04-01,"MT",NA
1993-03-01,"MT",NA
1993-02-01,"MT",NA
1993-01-01,"MT",NA
2015-05-01,"NL",0.75
2015-04-01,"NL",0.31
2015-03-01,"NL",0.33
2015-02-01,"NL",0.42
2015-01-01,"NL",0.52
2014-12-01,"NL",0.78
2014-11-01,"NL",0.93
2014-10-01,"NL",1.03
2014-09-01,"NL",1.15
2014-08-01,"NL",1.2
2014-07-01,"NL",1.41
2014-06-01,"NL",1.6
2014-05-01,"NL",1.7
2014-04-01,"NL",1.85
2014-03-01,"NL",1.81
2014-02-01,"NL",1.89
2014-01-01,"NL",2.09
2013-12-01,"NL",2.16
2013-11-01,"NL",2.06
2013-10-01,"NL",2.18
2013-09-01,"NL",2.32
2013-08-01,"NL",2.2
2013-07-01,"NL",2.03
2013-06-01,"NL",2
2013-05-01,"NL",1.69
2013-04-01,"NL",1.66
2013-03-01,"NL",1.67
2013-02-01,"NL",1.83
2013-01-01,"NL",1.74
2012-12-01,"NL",1.56
2012-11-01,"NL",1.65
2012-10-01,"NL",1.77
2012-09-01,"NL",1.84
2012-08-01,"NL",1.76
2012-07-01,"NL",1.75
2012-06-01,"NL",1.93
2012-05-01,"NL",1.96
2012-04-01,"NL",2.29
2012-03-01,"NL",2.25
2012-02-01,"NL",2.24
2012-01-01,"NL",2.2
2011-12-01,"NL",2.38
2011-11-01,"NL",2.45
2011-10-01,"NL",2.46
2011-09-01,"NL",2.34
2011-08-01,"NL",2.68
2011-07-01,"NL",3.17
2011-06-01,"NL",3.28
2011-05-01,"NL",3.4
2011-04-01,"NL",3.65
2011-03-01,"NL",3.42
2011-02-01,"NL",3.41
2011-01-01,"NL",3.23
2010-12-01,"NL",3.16
2010-11-01,"NL",2.79
2010-10-01,"NL",2.58
2010-09-01,"NL",2.52
2010-08-01,"NL",2.56
2010-07-01,"NL",2.85
2010-06-01,"NL",2.9
2010-05-01,"NL",3.02
2010-04-01,"NL",3.32
2010-03-01,"NL",3.37
2010-02-01,"NL",3.36
2010-01-01,"NL",3.47
2009-12-01,"NL",3.44
2009-11-01,"NL",3.52
2009-10-01,"NL",3.53
2009-09-01,"NL",3.58
2009-08-01,"NL",3.61
2009-07-01,"NL",3.76
2009-06-01,"NL",3.96
2009-05-01,"NL",3.85
2009-04-01,"NL",3.77
2009-03-01,"NL",3.66
2009-02-01,"NL",3.8
2009-01-01,"NL",3.76
2008-12-01,"NL",3.65
2008-11-01,"NL",3.96
2008-10-01,"NL",4.23
2008-09-01,"NL",4.35
2008-08-01,"NL",4.4
2008-07-01,"NL",4.69
2008-06-01,"NL",4.73
2008-05-01,"NL",4.35
2008-04-01,"NL",4.21
2008-03-01,"NL",3.97
2008-02-01,"NL",4.05
2008-01-01,"NL",4.13
2007-12-01,"NL",4.34
2007-11-01,"NL",4.21
2007-10-01,"NL",4.38
2007-09-01,"NL",4.34
2007-08-01,"NL",4.38
2007-07-01,"NL",4.57
2007-06-01,"NL",4.61
2007-05-01,"NL",4.32
2007-04-01,"NL",4.19
2007-03-01,"NL",3.98
2007-02-01,"NL",4.07
2007-01-01,"NL",4.05
2006-12-01,"NL",3.81
2006-11-01,"NL",3.75
2006-10-01,"NL",3.82
2006-09-01,"NL",3.78
2006-08-01,"NL",3.9
2006-07-01,"NL",3.99
2006-06-01,"NL",3.97
2006-05-01,"NL",3.96
2006-04-01,"NL",3.92
2006-03-01,"NL",3.66
2006-02-01,"NL",3.48
2006-01-01,"NL",3.33
2005-12-01,"NL",3.35
2005-11-01,"NL",3.48
2005-10-01,"NL",3.28
2005-09-01,"NL",3.12
2005-08-01,"NL",3.28
2005-07-01,"NL",3.27
2005-06-01,"NL",3.13
2005-05-01,"NL",3.3
2005-04-01,"NL",3.48
2005-03-01,"NL",3.69
2005-02-01,"NL",3.55
2005-01-01,"NL",3.56
2004-12-01,"NL",3.63
2004-11-01,"NL",3.85
2004-10-01,"NL",3.96
2004-09-01,"NL",4.09
2004-08-01,"NL",4.15
2004-07-01,"NL",4.31
2004-06-01,"NL",4.42
2004-05-01,"NL",4.37
2004-04-01,"NL",4.13
2004-03-01,"NL",3.93
2004-02-01,"NL",4.12
2004-01-01,"NL",4.18
2003-12-01,"NL",4.33
2003-11-01,"NL",4.41
2003-10-01,"NL",4.27
2003-09-01,"NL",4.21
2003-08-01,"NL",4.19
2003-07-01,"NL",4.04
2003-06-01,"NL",3.72
2003-05-01,"NL",3.91
2003-04-01,"NL",4.23
2003-03-01,"NL",4.01
2003-02-01,"NL",3.97
2003-01-01,"NL",4.19
2002-12-01,"NL",4.36
2002-11-01,"NL",4.56
2002-10-01,"NL",4.58
2002-09-01,"NL",4.5
2002-08-01,"NL",4.71
2002-07-01,"NL",4.99
2002-06-01,"NL",5.16
2002-05-01,"NL",5.3
2002-04-01,"NL",5.25
2002-03-01,"NL",5.27
2002-02-01,"NL",5.03
2002-01-01,"NL",4.97
2001-12-01,"NL",4.89
2001-11-01,"NL",4.62
2001-10-01,"NL",4.77
2001-09-01,"NL",4.98
2001-08-01,"NL",4.98
2001-07-01,"NL",5.17
2001-06-01,"NL",5.17
2001-05-01,"NL",5.22
2001-04-01,"NL",5.02
2001-03-01,"NL",4.83
2001-02-01,"NL",4.92
2001-01-01,"NL",4.93
2000-12-01,"NL",5.03
2000-11-01,"NL",5.3
2000-10-01,"NL",5.35
2000-09-01,"NL",5.41
2000-08-01,"NL",5.36
2000-07-01,"NL",5.4
2000-06-01,"NL",5.31
2000-05-01,"NL",5.5
2000-04-01,"NL",5.38
2000-03-01,"NL",5.48
2000-02-01,"NL",5.66
2000-01-01,"NL",5.67
1999-12-01,"NL",5.28
1999-11-01,"NL",5.18
1999-10-01,"NL",5.45
1999-09-01,"NL",5.22
1999-08-01,"NL",5.03
1999-07-01,"NL",4.82
1999-06-01,"NL",4.51
1999-05-01,"NL",4.19
1999-04-01,"NL",4
1999-03-01,"NL",4.14
1999-02-01,"NL",3.93
1999-01-01,"NL",3.8
1998-12-01,"NL",3.95
1998-11-01,"NL",4.19
1998-10-01,"NL",4.14
1998-09-01,"NL",4.19
1998-08-01,"NL",4.53
1998-07-01,"NL",4.76
1998-06-01,"NL",4.85
1998-05-01,"NL",5
1998-04-01,"NL",4.95
1998-03-01,"NL",4.94
1998-02-01,"NL",5.01
1998-01-01,"NL",5.07
1997-12-01,"NL",5.29
1997-11-01,"NL",5.54
1997-10-01,"NL",5.57
1997-09-01,"NL",5.55
1997-08-01,"NL",5.6
1997-07-01,"NL",5.49
1997-06-01,"NL",5.62
1997-05-01,"NL",5.69
1997-04-01,"NL",5.79
1997-03-01,"NL",5.65
1997-02-01,"NL",5.47
1997-01-01,"NL",5.66
1996-12-01,"NL",5.72
1996-11-01,"NL",5.76
1996-10-01,"NL",5.88
